User_ID,User_Type,Start_Location,Temperature_C,Route_Preference,Hydration_Stops_Clicked,Premium_Plan_Purchased,Cooling_Kit_Revenue_AED,App_Rating
11180,Daily Commuter,Downtown Dubai,33,Shaded Walking,4,0,,4
11181,Leisure Resident,DIFC,37,Metro-Taxi Combo,2,0,,5
11182,Tourist,DIFC,45,Indoor Shortcut,2,0,,3
11183,Daily Commuter,Marina,32,Indoor Shortcut,0,1,,5
11184,Leisure Resident,Marina,38,Shaded Walking,1,0,,5
11185,Tourist,DIFC,32,Metro-Taxi Combo,1,1,,5
11186,Leisure Resident,Downtown Dubai,32,Indoor Shortcut,1,0,45.0,4
11187,Daily Commuter,Deira,32,Shaded Walking,2,0,,5
11188,Tourist,Deira,35,Shaded Walking,3,1,,4
11189,Tourist,Downtown Dubai,35,Indoor Shortcut,3,1,,2
11190,Daily Commuter,Deira,42,Indoor Shortcut,4,0,,4
11191,Tourist,Jumeirah,32,Metro-Taxi Combo,3,0,,5
11192,Daily Commuter,DIFC,41,Shaded Walking,1,0,45.0,5
11193,Tourist,DIFC,40,Indoor Shortcut,3,0,,5
11194,Daily Commuter,Downtown Dubai,35,Shaded Walking,1,1,,5
11195,Tourist,Deira,37,Metro-Taxi Combo,2,0,45.0,3
11196,Leisure Resident,Marina,47,Indoor Shortcut,0,0,,5
11197,Leisure Resident,Marina,33,Metro-Taxi Combo,1,0,45.0,5
11198,Leisure Resident,Deira,41,Shaded Walking,1,0,,5
11199,Daily Commuter,Marina,48,Metro-Taxi Combo,4,0,,4
11200,Tourist,Downtown Dubai,44,Metro-Taxi Combo,1,0,,5
11201,Daily Commuter,Downtown Dubai,44,Shaded Walking,2,0,,5
11202,Tourist,Deira,48,Metro-Taxi Combo,2,0,,5
11203,Tourist,Marina,36,Shaded Walking,1,0,,4
11204,Tourist,Downtown Dubai,42,Indoor Shortcut,3,1,,5
11205,Daily Commuter,Downtown Dubai,38,Shaded Walking,4,0,75.0,5
11206,Daily Commuter,Jumeirah,41,Shaded Walking,0,0,,4
11207,Daily Commuter,Jumeirah,48,Indoor Shortcut,2,0,,4
11208,Daily Commuter,Downtown Dubai,46,Shaded Walking,2,1,,4
11209,Tourist,Deira,33,Indoor Shortcut,5,0,,5
11210,Leisure Resident,DIFC,35,Indoor Shortcut,2,0,,4
11211,Daily Commuter,DIFC,34,Shaded Walking,2,0,,4
11212,Daily Commuter,Downtown Dubai,38,Metro-Taxi Combo,4,0,,5
11213,Tourist,Downtown Dubai,41,Metro-Taxi Combo,1,0,75.0,5
11214,Daily Commuter,Downtown Dubai,38,Indoor Shortcut,4,0,,3
11215,Daily Commuter,Deira,39,Metro-Taxi Combo,3,0,,4
11216,Tourist,Jumeirah,37,Metro-Taxi Combo,6,0,,5
11217,Tourist,Downtown Dubai,32,Shaded Walking,0,0,,5
11218,Daily Commuter,Downtown Dubai,35,Indoor Shortcut,3,1,,4
11219,Daily Commuter,Marina,45,Indoor Shortcut,1,0,,5
11220,Tourist,Deira,48,Shaded Walking,1,0,,3
11221,Leisure Resident,Downtown Dubai,42,Metro-Taxi Combo,2,0,45.0,5
11222,Tourist,Marina,45,Indoor Shortcut,2,0,,4
11223,Daily Commuter,DIFC,40,Metro-Taxi Combo,1,0,,1
11224,Leisure Resident,Downtown Dubai,46,Indoor Shortcut,2,0,,4
11225,Daily Commuter,Downtown Dubai,43,Indoor Shortcut,3,1,,4
11226,Daily Commuter,Marina,41,Indoor Shortcut,2,0,,5
11227,Daily Commuter,Deira,37,Indoor Shortcut,2,0,,5
11228,Tourist,Downtown Dubai,37,Metro-Taxi Combo,4,0,,5
11229,Leisure Resident,DIFC,39,Metro-Taxi Combo,1,0,,4
11230,Daily Commuter,Downtown Dubai,32,Metro-Taxi Combo,0,0,,4
11231,Leisure Resident,DIFC,48,Metro-Taxi Combo,3,0,,3
11232,Tourist,Jumeirah,48,Shaded Walking,2,0,,2
11233,Tourist,Jumeirah,46,Indoor Shortcut,5,0,45.0,5
11234,Tourist,DIFC,38,Indoor Shortcut,3,0,,3
11235,Daily Commuter,Deira,34,Indoor Shortcut,7,0,,5
11236,Daily Commuter,Downtown Dubai,42,Shaded Walking,1,0,,5
11237,Leisure Resident,Downtown Dubai,40,Metro-Taxi Combo,4,0,,4
11238,Daily Commuter,Jumeirah,41,Indoor Shortcut,1,0,,5
11239,Leisure Resident,DIFC,33,Metro-Taxi Combo,2,0,,4
11240,Tourist,Downtown Dubai,32,Metro-Taxi Combo,4,1,,4
11241,Leisure Resident,Downtown Dubai,47,Shaded Walking,2,0,,5
11242,Daily Commuter,Deira,48,Shaded Walking,0,1,,4
11243,Daily Commuter,Marina,37,Metro-Taxi Combo,2,0,,3
11244,Leisure Resident,Jumeirah,45,Indoor Shortcut,2,0,,5
11245,Daily Commuter,Jumeirah,46,Indoor Shortcut,0,0,,4
11246,Daily Commuter,Marina,45,Shaded Walking,1,0,,5
11247,Tourist,Downtown Dubai,34,Shaded Walking,3,0,,4
11248,Tourist,Deira,43,Shaded Walking,0,1,,4
11249,Leisure Resident,Deira,33,Shaded Walking,1,0,,5
11250,Daily Commuter,Jumeirah,34,Shaded Walking,1,1,,5
11251,Daily Commuter,Deira,32,Shaded Walking,2,1,,2
11252,Daily Commuter,Marina,37,Shaded Walking,0,1,,4
11253,Tourist,Downtown Dubai,36,Indoor Shortcut,0,0,,5
11254,Tourist,Marina,32,Shaded Walking,0,0,,1
11255,Daily Commuter,DIFC,32,Shaded Walking,3,0,,5
11256,Daily Commuter,Jumeirah,47,Indoor Shortcut,3,0,,5
11257,Tourist,Deira,43,Indoor Shortcut,0,0,45.0,5
11258,Daily Commuter,DIFC,39,Metro-Taxi Combo,2,0,,5
11259,Tourist,Deira,47,Shaded Walking,3,0,,5
11260,Daily Commuter,Downtown Dubai,32,Shaded Walking,5,0,,5
11261,Tourist,Downtown Dubai,35,Shaded Walking,3,0,,5
11262,Daily Commuter,Downtown Dubai,41,Shaded Walking,1,1,45.0,5
11263,Tourist,Deira,42,Metro-Taxi Combo,3,1,45.0,4
11264,Daily Commuter,DIFC,48,Indoor Shortcut,2,0,,4
11265,Tourist,Downtown Dubai,38,Indoor Shortcut,0,0,45.0,5
11266,Tourist,DIFC,43,Shaded Walking,2,0,,5
11267,Daily Commuter,Deira,38,Shaded Walking,4,0,,4
11268,Daily Commuter,DIFC,43,Shaded Walking,3,0,,4
11269,Daily Commuter,Deira,46,Metro-Taxi Combo,2,0,45.0,5
11270,Tourist,Deira,33,Metro-Taxi Combo,3,0,,5
11271,Daily Commuter,Jumeirah,45,Indoor Shortcut,3,0,,4
11272,Leisure Resident,Deira,44,Shaded Walking,1,0,45.0,5
11273,Daily Commuter,Deira,35,Shaded Walking,1,0,,-1
11274,Tourist,Marina,45,Shaded Walking,5,0,,5
11275,Daily Commuter,Downtown Dubai,45,Shaded Walking,2,0,,5
11276,Tourist,Jumeirah,47,Metro-Taxi Combo,4,0,,4
11277,Tourist,Jumeirah,38,Indoor Shortcut,4,0,,5
11278,Leisure Resident,Jumeirah,33,Indoor Shortcut,2,0,,5
11279,Tourist,Marina,41,Metro-Taxi Combo,2,1,,5
11280,Daily Commuter,Deira,48,Shaded Walking,3,0,,4
11281,Daily Commuter,Downtown Dubai,36,Indoor Shortcut,4,1,,3
11282,Daily Commuter,DIFC,43,Indoor Shortcut,1,0,,4
11283,Daily Commuter,Deira,37,Metro-Taxi Combo,2,0,,4
11284,Tourist,Marina,40,Shaded Walking,1,0,75.0,5
11285,Tourist,Deira,32,Indoor Shortcut,6,0,,5
11286,Daily Commuter,Deira,46,Shaded Walking,2,0,,5
11287,Tourist,Marina,37,Indoor Shortcut,2,0,,5
11288,Daily Commuter,Jumeirah,37,Metro-Taxi Combo,1,0,,4
11289,Tourist,Jumeirah,44,Shaded Walking,4,1,,5
11290,Tourist,Downtown Dubai,32,Metro-Taxi Combo,2,1,,5
11291,Daily Commuter,Downtown Dubai,44,Indoor Shortcut,3,1,,5
11292,Tourist,Jumeirah,38,Metro-Taxi Combo,1,0,,5
11293,Daily Commuter,DIFC,46,Metro-Taxi Combo,4,0,,5
11294,Daily Commuter,Deira,43,Metro-Taxi Combo,4,0,,5
11295,Leisure Resident,DIFC,32,Indoor Shortcut,0,0,,4
11296,Tourist,Deira,46,Shaded Walking,8,0,,5
11297,Tourist,Jumeirah,35,Metro-Taxi Combo,3,0,,5
11298,Tourist,Downtown Dubai,44,Shaded Walking,2,0,,4
11299,Daily Commuter,Downtown Dubai,36,Indoor Shortcut,3,0,,5
11300,Daily Commuter,DIFC,33,Shaded Walking,0,0,,5
11301,Tourist,Downtown Dubai,32,Metro-Taxi Combo,2,1,,5
11302,Leisure Resident,Jumeirah,47,Metro-Taxi Combo,2,1,75.0,5
11303,Tourist,DIFC,37,Metro-Taxi Combo,1,0,,5
11304,Daily Commuter,Deira,47,Metro-Taxi Combo,3,0,45.0,4
11305,Daily Commuter,Downtown Dubai,45,Metro-Taxi Combo,2,1,,3
11306,Leisure Resident,Marina,34,Metro-Taxi Combo,2,0,,5
11307,Daily Commuter,Downtown Dubai,46,Indoor Shortcut,2,0,,5
11308,Leisure Resident,Deira,34,Indoor Shortcut,3,1,,5
11309,Tourist,DIFC,33,Indoor Shortcut,3,0,,3
11310,Leisure Resident,Deira,32,Shaded Walking,3,0,,2
11311,Tourist,Marina,40,Shaded Walking,1,1,,5
11312,Leisure Resident,Jumeirah,40,Indoor Shortcut,2,0,,3
11313,Daily Commuter,Downtown Dubai,38,Shaded Walking,3,0,,5
11314,Leisure Resident,DIFC,34,Shaded Walking,0,0,,5
11315,Daily Commuter,Jumeirah,42,Metro-Taxi Combo,3,0,,5
11316,Daily Commuter,Deira,38,Metro-Taxi Combo,1,0,,3
11317,Daily Commuter,DIFC,40,Shaded Walking,1,0,,5
11318,Daily Commuter,Jumeirah,32,Shaded Walking,0,0,,5
11319,Tourist,DIFC,45,Indoor Shortcut,2,0,,4
11320,Tourist,Marina,37,Shaded Walking,3,0,,4
11321,Tourist,Marina,38,Metro-Taxi Combo,2,0,45.0,4
11322,Tourist,Downtown Dubai,41,Shaded Walking,4,0,,3
11323,Leisure Resident,Downtown Dubai,38,Indoor Shortcut,1,0,75.0,5
11324,Tourist,Marina,33,Metro-Taxi Combo,2,0,75.0,5
11325,Leisure Resident,DIFC,35,Metro-Taxi Combo,1,0,,-1
11326,Tourist,Marina,48,Metro-Taxi Combo,2,0,45.0,5
11327,Tourist,Downtown Dubai,32,Metro-Taxi Combo,4,0,,5
11328,Daily Commuter,Marina,41,Shaded Walking,0,0,45.0,4
11329,Daily Commuter,Marina,46,Indoor Shortcut,3,0,,5
11330,Daily Commuter,DIFC,41,Shaded Walking,1,0,45.0,5
11331,Daily Commuter,Jumeirah,43,Shaded Walking,2,0,45.0,5
11332,Daily Commuter,Downtown Dubai,47,Metro-Taxi Combo,1,0,,5
11333,Tourist,DIFC,40,Indoor Shortcut,2,0,,5
11334,Leisure Resident,Marina,46,Metro-Taxi Combo,3,0,,5
11335,Leisure Resident,Marina,48,Shaded Walking,3,0,,5
11336,Daily Commuter,Jumeirah,45,Shaded Walking,1,1,,3
11337,Tourist,Downtown Dubai,33,Metro-Taxi Combo,1,0,,5
11338,Daily Commuter,Downtown Dubai,35,Shaded Walking,3,0,,5
11339,Tourist,Deira,38,Shaded Walking,5,1,45.0,4
11340,Tourist,Downtown Dubai,44,Metro-Taxi Combo,1,0,,3
11341,Tourist,Jumeirah,46,Shaded Walking,3,0,45.0,5
11342,Daily Commuter,Deira,32,Indoor Shortcut,1,0,,4
11343,Leisure Resident,Deira,42,Metro-Taxi Combo,1,0,,4
11344,Daily Commuter,Marina,41,Indoor Shortcut,2,0,,5
11345,Daily Commuter,Marina,36,Shaded Walking,0,0,,5
11346,Daily Commuter,Downtown Dubai,47,Shaded Walking,2,0,,5
11347,Tourist,Deira,42,Metro-Taxi Combo,2,0,,4
11348,Daily Commuter,Marina,37,Shaded Walking,1,0,,4
11349,Leisure Resident,Jumeirah,40,Metro-Taxi Combo,4,0,,4
11350,Tourist,Marina,44,Metro-Taxi Combo,5,1,,4
11351,Leisure Resident,Marina,39,Metro-Taxi Combo,2,0,,3
11352,Daily Commuter,Deira,45,Metro-Taxi Combo,1,0,,5
11353,Daily Commuter,Deira,32,Metro-Taxi Combo,2,0,,5
11354,Daily Commuter,DIFC,48,Indoor Shortcut,3,0,,3
11355,Daily Commuter,Jumeirah,36,Metro-Taxi Combo,0,0,,4
11356,Leisure Resident,Deira,33,Indoor Shortcut,1,0,,5
11357,Leisure Resident,Downtown Dubai,40,Shaded Walking,5,0,,5
11358,Daily Commuter,Jumeirah,35,Metro-Taxi Combo,3,0,,2
11359,Tourist,Jumeirah,48,Shaded Walking,0,0,,5
11360,Daily Commuter,Deira,48,Metro-Taxi Combo,4,0,,4
11361,Leisure Resident,Jumeirah,47,Indoor Shortcut,2,0,,1
11362,Tourist,Deira,39,Indoor Shortcut,2,0,,3
11363,Daily Commuter,Marina,42,Indoor Shortcut,1,0,45.0,5
11364,Daily Commuter,DIFC,41,Shaded Walking,4,0,,3
11365,Daily Commuter,Marina,44,Metro-Taxi Combo,1,0,45.0,2
11366,Tourist,Deira,48,Shaded Walking,1,0,,4
11367,Daily Commuter,Deira,41,Indoor Shortcut,3,0,,5
11368,Leisure Resident,Marina,47,Shaded Walking,2,0,,3
11369,Tourist,Downtown Dubai,36,Indoor Shortcut,2,0,,4
11370,Tourist,Downtown Dubai,44,Indoor Shortcut,1,0,45.0,4
11371,Leisure Resident,Downtown Dubai,48,Indoor Shortcut,2,1,,4
11372,Tourist,Deira,40,Metro-Taxi Combo,2,0,,5
11373,Leisure Resident,Jumeirah,45,Metro-Taxi Combo,1,0,,3
11374,Daily Commuter,Deira,48,Indoor Shortcut,2,0,,2
11375,Tourist,Jumeirah,35,Shaded Walking,1,0,,5
11376,Leisure Resident,Marina,46,Shaded Walking,3,0,,4
11377,Daily Commuter,DIFC,42,Metro-Taxi Combo,0,0,,3
11378,Daily Commuter,Jumeirah,43,Indoor Shortcut,1,0,,4
11379,Daily Commuter,Downtown Dubai,40,Shaded Walking,2,1,,5
11380,Daily Commuter,Deira,44,Indoor Shortcut,3,0,,5
11381,Tourist,Marina,46,Shaded Walking,3,1,,5
11382,Daily Commuter,Downtown Dubai,46,Metro-Taxi Combo,0,0,,5
11383,Leisure Resident,Marina,36,Indoor Shortcut,1,0,,5
11384,Tourist,DIFC,45,Indoor Shortcut,2,0,,5
11385,Daily Commuter,Deira,48,Shaded Walking,0,0,,5
11386,Tourist,Deira,34,Shaded Walking,2,0,,4
11387,Daily Commuter,DIFC,33,Shaded Walking,3,0,,4
11388,Tourist,Deira,32,Indoor Shortcut,2,0,,5
11389,Leisure Resident,Jumeirah,41,Metro-Taxi Combo,4,1,,-1
11390,Daily Commuter,Marina,48,Metro-Taxi Combo,2,0,,4
11391,Tourist,Downtown Dubai,43,Shaded Walking,2,0,,5
11392,Tourist,DIFC,32,Metro-Taxi Combo,0,1,,4
11393,Tourist,Jumeirah,43,Shaded Walking,0,0,,4
11394,Daily Commuter,Downtown Dubai,48,Metro-Taxi Combo,2,0,,4
11395,Tourist,Downtown Dubai,34,Indoor Shortcut,1,0,45.0,5
11396,Leisure Resident,DIFC,42,Shaded Walking,1,0,,4
11397,Daily Commuter,Jumeirah,48,Metro-Taxi Combo,3,0,,5
11398,Tourist,Downtown Dubai,34,Indoor Shortcut,2,0,,5
11399,Daily Commuter,Downtown Dubai,39,Metro-Taxi Combo,4,1,,5
11400,Daily Commuter,Jumeirah,35,Indoor Shortcut,3,0,,4
11401,Tourist,Deira,38,Indoor Shortcut,2,0,75.0,5
11402,Tourist,Downtown Dubai,45,Metro-Taxi Combo,1,0,,4
11403,Tourist,Marina,45,Metro-Taxi Combo,1,0,,4
11404,Daily Commuter,Jumeirah,35,Indoor Shortcut,2,0,,5
11405,Daily Commuter,Downtown Dubai,47,Indoor Shortcut,5,0,,4
11406,Daily Commuter,DIFC,32,Indoor Shortcut,4,0,,3
11407,Leisure Resident,Marina,48,Shaded Walking,1,0,75.0,4
11408,Leisure Resident,Downtown Dubai,41,Indoor Shortcut,0,0,,5
11409,Daily Commuter,Marina,47,Shaded Walking,0,0,,4
11410,Leisure Resident,Marina,47,Indoor Shortcut,5,1,,5
11411,Tourist,Deira,39,Shaded Walking,4,0,,5
11412,Tourist,Marina,38,Indoor Shortcut,2,0,,5
11413,Tourist,Deira,37,Indoor Shortcut,2,0,,5
11414,Tourist,Jumeirah,47,Indoor Shortcut,4,0,,4
11415,Daily Commuter,Deira,47,Metro-Taxi Combo,3,0,,4
11416,Leisure Resident,DIFC,38,Metro-Taxi Combo,6,0,,4
11417,Tourist,Downtown Dubai,40,Indoor Shortcut,0,0,,4
11418,Tourist,Jumeirah,45,Shaded Walking,3,0,,5
11419,Daily Commuter,Jumeirah,42,Shaded Walking,1,0,45.0,1
11420,Leisure Resident,DIFC,45,Indoor Shortcut,1,0,,4
11421,Tourist,Deira,38,Metro-Taxi Combo,1,1,,5
11422,Daily Commuter,Downtown Dubai,32,Shaded Walking,5,1,,5
11423,Tourist,Deira,44,Metro-Taxi Combo,6,1,,5
11424,Tourist,Marina,34,Shaded Walking,1,0,,5
11425,Leisure Resident,Deira,35,Indoor Shortcut,2,1,,5
11426,Leisure Resident,Jumeirah,42,Metro-Taxi Combo,0,0,,5
11427,Tourist,Downtown Dubai,33,Shaded Walking,0,0,,4
11428,Leisure Resident,Deira,45,Indoor Shortcut,4,0,,-1
11429,Daily Commuter,Downtown Dubai,43,Indoor Shortcut,2,0,,5
11430,Leisure Resident,Downtown Dubai,48,Indoor Shortcut,1,0,,4
11431,Daily Commuter,Marina,43,Metro-Taxi Combo,2,0,,4
11432,Daily Commuter,Marina,43,Metro-Taxi Combo,0,0,45.0,5
11433,Daily Commuter,Jumeirah,32,Indoor Shortcut,0,1,,5
11434,Daily Commuter,DIFC,44,Metro-Taxi Combo,2,0,,4
11435,Tourist,Downtown Dubai,45,Shaded Walking,2,0,,3
11436,Tourist,DIFC,33,Indoor Shortcut,0,0,,5
11437,Tourist,Jumeirah,43,Indoor Shortcut,2,0,,5
11438,Daily Commuter,Downtown Dubai,47,Metro-Taxi Combo,1,0,,4
11439,Tourist,Downtown Dubai,35,Indoor Shortcut,3,0,,4
11440,Daily Commuter,DIFC,39,Shaded Walking,4,1,,5
11441,Leisure Resident,Deira,33,Metro-Taxi Combo,4,0,,4
11442,Tourist,Marina,41,Metro-Taxi Combo,2,1,,5
11443,Daily Commuter,Deira,40,Indoor Shortcut,4,0,,3
11444,Daily Commuter,DIFC,46,Indoor Shortcut,4,0,,2
11445,Leisure Resident,Marina,44,Indoor Shortcut,2,0,,4
11446,Tourist,Deira,48,Metro-Taxi Combo,2,0,75.0,4
11447,Daily Commuter,Marina,47,Indoor Shortcut,0,0,,3
11448,Leisure Resident,Downtown Dubai,33,Shaded Walking,4,0,,3
11449,Leisure Resident,Deira,45,Indoor Shortcut,3,0,,5
11450,Daily Commuter,Marina,34,Indoor Shortcut,2,0,,4
11451,Daily Commuter,Marina,43,Metro-Taxi Combo,3,0,,5
11452,Daily Commuter,Marina,39,Indoor Shortcut,3,0,,4
11453,Leisure Resident,Deira,33,Metro-Taxi Combo,2,1,45.0,5
11454,Daily Commuter,Jumeirah,35,Indoor Shortcut,6,0,,4
11455,Tourist,Deira,45,Shaded Walking,1,0,,4
11456,Leisure Resident,DIFC,47,Shaded Walking,2,1,,5
11457,Daily Commuter,Deira,33,Metro-Taxi Combo,2,1,,5
11458,Daily Commuter,Marina,43,Metro-Taxi Combo,2,0,,5
11459,Tourist,Downtown Dubai,45,Indoor Shortcut,3,0,45.0,5
11460,Daily Commuter,Deira,37,Indoor Shortcut,2,0,,5
11461,Daily Commuter,Deira,44,Shaded Walking,3,0,,4
11462,Daily Commuter,Marina,35,Indoor Shortcut,1,0,,5
11463,Tourist,Downtown Dubai,43,Shaded Walking,1,0,,5
11464,Daily Commuter,Downtown Dubai,39,Metro-Taxi Combo,0,0,,-1
11465,Leisure Resident,DIFC,38,Indoor Shortcut,6,0,,5
11466,Tourist,Deira,47,Metro-Taxi Combo,2,0,,2
11467,Leisure Resident,Downtown Dubai,37,Indoor Shortcut,6,0,45.0,4
11468,Daily Commuter,Downtown Dubai,42,Shaded Walking,2,0,,5
11469,Leisure Resident,Jumeirah,36,Metro-Taxi Combo,1,0,,5
11470,Daily Commuter,Jumeirah,47,Metro-Taxi Combo,1,0,,5
11471,Daily Commuter,Downtown Dubai,38,Indoor Shortcut,0,1,,5
11472,Daily Commuter,DIFC,36,Metro-Taxi Combo,2,1,,4
11473,Leisure Resident,Downtown Dubai,42,Shaded Walking,2,0,75.0,4
11474,Daily Commuter,Marina,46,Metro-Taxi Combo,5,0,,3
11475,Tourist,Deira,34,Metro-Taxi Combo,1,0,,5
11476,Daily Commuter,DIFC,36,Indoor Shortcut,1,0,,5
11477,Leisure Resident,Marina,36,Metro-Taxi Combo,2,1,,4
11478,Daily Commuter,DIFC,40,Indoor Shortcut,2,1,75.0,5
11479,Daily Commuter,Marina,46,Indoor Shortcut,2,0,,3
11480,Daily Commuter,Deira,34,Metro-Taxi Combo,0,0,,3
11481,Leisure Resident,Deira,37,Shaded Walking,3,0,,5
11482,Tourist,Jumeirah,48,Indoor Shortcut,3,0,,4
11483,Daily Commuter,Marina,39,Metro-Taxi Combo,3,0,,5
11484,Tourist,Jumeirah,42,Indoor Shortcut,1,0,,5
11485,Tourist,Marina,37,Shaded Walking,3,0,,5
11486,Daily Commuter,Jumeirah,39,Shaded Walking,1,0,45.0,4
11487,Daily Commuter,Deira,41,Indoor Shortcut,2,0,,4
11488,Daily Commuter,DIFC,34,Shaded Walking,2,0,75.0,5
11489,Daily Commuter,Jumeirah,45,Metro-Taxi Combo,1,1,,5
11490,Daily Commuter,Marina,45,Metro-Taxi Combo,5,1,45.0,5
11491,Tourist,Marina,41,Indoor Shortcut,1,1,,4
11492,Daily Commuter,Deira,43,Shaded Walking,2,1,,4
11493,Tourist,Marina,37,Metro-Taxi Combo,1,0,45.0,5
11494,Tourist,Downtown Dubai,43,Metro-Taxi Combo,4,0,,5
11495,Daily Commuter,DIFC,45,Metro-Taxi Combo,2,0,,4
11496,Daily Commuter,Jumeirah,33,Indoor Shortcut,1,0,,3
11497,Daily Commuter,DIFC,40,Indoor Shortcut,1,0,,5
11498,Daily Commuter,Deira,41,Metro-Taxi Combo,1,0,75.0,4
11499,Daily Commuter,Jumeirah,48,Metro-Taxi Combo,3,0,,4
11500,Leisure Resident,Jumeirah,48,Shaded Walking,1,0,,3
11501,Daily Commuter,Downtown Dubai,34,Shaded Walking,1,0,,4
11502,Daily Commuter,Deira,32,Shaded Walking,3,0,,5
11503,Tourist,Marina,43,Indoor Shortcut,3,0,,4
11504,Tourist,Downtown Dubai,38,Metro-Taxi Combo,2,0,,2
11505,Daily Commuter,Downtown Dubai,35,Indoor Shortcut,0,0,,3
11506,Daily Commuter,DIFC,41,Metro-Taxi Combo,1,0,,4
11507,Daily Commuter,DIFC,44,Shaded Walking,2,1,,5
11508,Daily Commuter,DIFC,33,Shaded Walking,1,1,,3
11509,Daily Commuter,Downtown Dubai,41,Shaded Walking,0,0,,5
11510,Daily Commuter,Marina,35,Shaded Walking,0,0,,3
11511,Leisure Resident,Jumeirah,36,Metro-Taxi Combo,0,0,45.0,4
11512,Daily Commuter,DIFC,33,Shaded Walking,2,1,,4
11513,Leisure Resident,Marina,43,Metro-Taxi Combo,0,0,,3
11514,Tourist,Deira,48,Metro-Taxi Combo,0,0,45.0,5
11515,Tourist,DIFC,41,Indoor Shortcut,5,0,,4
11516,Tourist,Jumeirah,33,Shaded Walking,3,0,45.0,5
11517,Daily Commuter,Deira,37,Shaded Walking,1,0,,3
11518,Leisure Resident,Deira,39,Indoor Shortcut,0,0,,3
11519,Tourist,Jumeirah,42,Metro-Taxi Combo,2,0,45.0,4
11520,Leisure Resident,DIFC,43,Shaded Walking,0,0,45.0,5
11521,Tourist,Downtown Dubai,40,Metro-Taxi Combo,1,1,,4
11522,Leisure Resident,Jumeirah,33,Indoor Shortcut,1,0,,4
11523,Daily Commuter,Jumeirah,39,Metro-Taxi Combo,2,0,,4
11524,Tourist,Jumeirah,42,Shaded Walking,2,0,,3
11525,Daily Commuter,Deira,35,Metro-Taxi Combo,3,0,,5
11526,Tourist,Marina,41,Metro-Taxi Combo,2,0,,5
11527,Tourist,Downtown Dubai,47,Shaded Walking,2,0,,5
11528,Tourist,DIFC,39,Shaded Walking,2,0,,5
11529,Leisure Resident,DIFC,35,Metro-Taxi Combo,0,1,,5
11530,Daily Commuter,Marina,41,Metro-Taxi Combo,2,0,,3
11531,Tourist,Jumeirah,43,Indoor Shortcut,0,0,,5
11532,Daily Commuter,Downtown Dubai,45,Shaded Walking,0,0,,4
11533,Daily Commuter,DIFC,47,Metro-Taxi Combo,4,0,,4
11534,Tourist,DIFC,43,Shaded Walking,2,0,,5
11535,Daily Commuter,Jumeirah,38,Indoor Shortcut,3,0,,5
11536,Tourist,Marina,38,Metro-Taxi Combo,4,0,,5
11537,Tourist,Downtown Dubai,40,Metro-Taxi Combo,4,0,,5
11538,Daily Commuter,Marina,32,Metro-Taxi Combo,1,0,,3
11539,Tourist,Marina,37,Shaded Walking,3,0,,4
11540,Daily Commuter,Downtown Dubai,37,Indoor Shortcut,1,0,,2
11541,Daily Commuter,Downtown Dubai,43,Shaded Walking,3,0,,5
11542,Tourist,DIFC,43,Metro-Taxi Combo,1,0,,5
11543,Daily Commuter,DIFC,41,Indoor Shortcut,2,0,,4
11544,Tourist,Downtown Dubai,37,Metro-Taxi Combo,3,0,,3
11545,Leisure Resident,Deira,48,Metro-Taxi Combo,1,0,,4
11546,Daily Commuter,DIFC,37,Shaded Walking,4,0,,5
11547,Leisure Resident,Deira,41,Metro-Taxi Combo,2,0,,5
11548,Daily Commuter,Downtown Dubai,39,Indoor Shortcut,0,1,,2
11549,Tourist,DIFC,37,Metro-Taxi Combo,1,0,,5
11550,Daily Commuter,Marina,38,Metro-Taxi Combo,0,0,45.0,5
11551,Leisure Resident,Downtown Dubai,32,Shaded Walking,1,0,45.0,3
11552,Daily Commuter,Jumeirah,43,Indoor Shortcut,4,0,,5
11553,Leisure Resident,Deira,47,Shaded Walking,2,1,,4
11554,Leisure Resident,Downtown Dubai,41,Metro-Taxi Combo,2,0,,4
11555,Tourist,Downtown Dubai,41,Shaded Walking,1,1,,4
11556,Tourist,DIFC,45,Shaded Walking,1,0,,5
11557,Daily Commuter,DIFC,41,Shaded Walking,4,0,,5
11558,Daily Commuter,DIFC,41,Shaded Walking,4,0,,3
11559,Leisure Resident,Jumeirah,42,Metro-Taxi Combo,1,1,,5
11560,Leisure Resident,DIFC,33,Metro-Taxi Combo,4,0,,3
11561,Daily Commuter,Downtown Dubai,39,Indoor Shortcut,0,0,,5
11562,Tourist,DIFC,38,Shaded Walking,2,0,,5
11563,Daily Commuter,Marina,39,Shaded Walking,0,0,,4
11564,Tourist,DIFC,32,Indoor Shortcut,2,1,,4
11565,Leisure Resident,Jumeirah,33,Shaded Walking,1,0,,5
11566,Daily Commuter,Marina,46,Indoor Shortcut,3,0,,4
11567,Daily Commuter,Downtown Dubai,32,Metro-Taxi Combo,3,0,,5
11568,Tourist,Downtown Dubai,36,Indoor Shortcut,0,1,,5
11569,Daily Commuter,Deira,33,Shaded Walking,2,0,75.0,5
11570,Daily Commuter,Marina,34,Indoor Shortcut,0,0,,4
11571,Daily Commuter,Deira,45,Metro-Taxi Combo,2,0,,4
11572,Tourist,Marina,39,Shaded Walking,1,0,,4
11573,Daily Commuter,Marina,43,Metro-Taxi Combo,3,0,,5
